Package,Dataset,Topic,Rows,Cols
parfm,ecf,East Coast Fever transmission dynamics,230,4
parfm,diagnosis,Diagnosis of fracture healing,212,4
parfm,culling,Culling of dairy heifer cows,13835,6
parfm,asthma,Recurrent asthma attacks in children,1776,6
parser,grammar_symbols,Parser Grammar Symbols,86,3
partitionMetric,AhRs,Sample data for partitionMetric,7,1001
pastecs,releve,A data frame of six phytoplankton taxa followed in time at one station,61,8
pastecs,marphy,Physico-chemical records at the same stations as for marbio,68,4
pastecs,marbio,Several zooplankton taxa measured across a transect,68,24
pastecs,bnr,A data frame of 163 benthic species measured across a transect,103,163
PASWR,wheatUSA2004,USA Wheat Surface 2004,30,2
PASWR,vit2005,Apartments in Vitoria,218,16
PASWR,titanic3,Titanic Survival Status,1309,14
PASWR,sunflower,Sunflower Defoliation,72,5
PASWR,satfruit,Fruit Trees,47,17
PASWR,janka,Australian Eucalypt Hardwoods,36,2
PASWR,glucose,Blood Glucose Levels,15,3
PASWR,food,Carrot Shear,16,2
PASWR,fagus,Retained Carbon in Beech Trees,41,3
PASWR,biomass,Beech Trees,42,4
PASWR,Wool,Wool Production,15,2
PASWR,WheatSpain,Wheat Surface Area in Spain,17,3
PASWR,WeightGain,Weight Gain in Rats,40,3
PASWR,Water,Sodium Content of Water,30,4
PASWR,Washer,Washer Diameter,20,1
PASWR,Wait,Waiting Time,15,1
PASWR,WCST,Wisconsin Card Sorting Test,50,1
PASWR,URLaddress,Megabytes Downloaded,30,2
PASWR,Top20,Tennis Income,15,1
PASWR,TireWear,Tire Wear,16,3
PASWR,Tire,Tire Stopping Distances,24,2
PASWR,TestScores,Statistics Grades,29,1
PASWR,Tennis,Speed Detector,12,2
PASWR,TOE,Nuclear Energy,12,1
PASWR,Swimtimes,Swim Times,14,2
PASWR,SurfaceSpain,Surface Area for Spanish Communities,17,2
PASWR,Sundig,Workstation Comparison,5,3
PASWR,Stschool,School Satisfaction,26,4
PASWR,StatTemps,Student Temperature,34,3
PASWR,Soccer,World Cup Soccer,575,3
PASWR,SimDataXT,Simulated Data (Logarithms),200,4
PASWR,SimDataST,Simulated Data (Predictors),200,5
PASWR,Score,Standardized Test Scores,20,1
PASWR,Schizo,Dopamine Activity,15,2
PASWR,Salinity,Surface Water Salinity,48,1
PASWR,SDS4,M1 Motorspeedway Times,40,1
PASWR,SBIQ,County IQ,40,2
PASWR,Roacheggs,Oriental Cockroaches,81,1
PASWR,Refrigerator,Refrigerator Energy Consumption,30,2
PASWR,Ratbp,Rat Blood Pressure,6,2
PASWR,Rat,Rat Survival Time,20,1
PASWR,Phone,Telephone Call Times,23,1
PASWR,Phenyl,Phenylketonuria,46,4
PASWR,MilkCarton,Milk Carton Drying Times,40,2
PASWR,LostR,Lost Revenue Due to Worker Illness,25,2
PASWR,Leddiode,LED Diodes,15,2
PASWR,Kinder,Kindergarten Class,20,2
PASWR,InsurQuotes,Insurance Quotes,15,2
PASWR,Hubble,Hubble Telescope,15,2
PASWR,House,House Prices,14,2
PASWR,HardWater,Mortality and Water Hardness,61,4
PASWR,HSwrestler,High School Wrestlers,78,9
PASWR,Grocery,Grocery Spending,30,1
PASWR,Grades,GPA and SAT Scores,200,2
PASWR,GD,Times Until Failure,100,1
PASWR,Formula1,Pit Stop Times,10,3
PASWR,Fertilize,Cross and Auto Fertilization,15,2
PASWR,FCD,Fat Cats,36,2
PASWR,Engineer,Engineer Salaries,51,2
PASWR,EURD,European Union Research and Development,15,3
PASWR,EPIDURALf,Traditional Sitting Position Versus Hamstring Stretch Position,342,7
PASWR,EPIDURAL,Traditional Sitting Position Versus Hamstring Stretch Position,85,7
PASWR,Drosophila,Drosophila Melanogaster,75,2
PASWR,Depend,Number of Dependent Children for 50 Families,50,4
PASWR,Cows,Butterfat of Cows,100,3
PASWR,CosAma,Cosmed Versus Amatek,14,3
PASWR,CircuitDesigns,Circuit Design Lifetime,26,2
PASWR,Chips,Silicon Chips,14,2
PASWR,Cars2004EU,Cars in the European Union (2004),25,4
PASWR,Calculus,Calculus Assessment Scores,18,2
PASWR,Bodyfat,Body Fat Composition,18,3
PASWR,Battery,Lithium Batteries,50,2
PASWR,Bac,Blood Alcohol Content,10,2
PASWR,Baberuth,George Herman Ruth,22,14
PASWR,AptSize,Apartment Size,8,2
PASWR,Apple,Apple Hardness,17,2
PASWR,Aggression,TV and Behavior,16,2
PBSadmb,ADMBcmd,Database of ADMB Command Scripts,16,8
PBSmapping,worldLLhigh,Data: Shorelines of the World (High Resolution),187101,4
PBSmapping,worldLL,Data: Shorelines of the World (Normal Resolution),30129,4
PBSmapping,towTracks,Data: Tow Track Polylines from Longspine Thornyhead Survey,3136,4
PBSmapping,towData,Data: Tow Information from Longspine Thornyhead Survey,45,8
PBSmapping,surveyData,Data: Tow Information from Pacific Ocean Perch Survey,674,9
PBSmapping,pythagoras,Data: Pythagoras' Theorem Diagram PolySet,66,4
PBSmapping,nepacLLhigh,Data: Shoreline of the NE Pacific Ocean (High Resolution),192762,4
PBSmapping,nepacLL,Data: Shoreline of the NE Pacific Ocean (Normal Resolution),75305,4
PBSmodelling,vbpars,Data: Initial Parameters for a von Bertalanffy Curve,3,3
PBSmodelling,vbdata,Data: Lengths-at-Age for von Bertalanffy Curve,16,2
PBSmodelling,CCA.qbr,Data: Sampled Counts of Quillback Rockfish (Sebastes maliger),70,14
pcse,aglUn,aglUn,230,10
pcse,agl,agl,240,10
pcurve,soilspec,Example data for pcurve,45,16
pcurve,sim4var,Example data for pcurve,100,5
pcurve,sim10var,Example data for pcurve,99,11
pcurve,fish,Example data for pcurve,33,12
pec,cost,Copenhagen Stroke Study,518,15
pec,GBSG2,German Breast Cancer Study Group 2,686,10
penalized,nki70,"The 70 gene signature of the Netherlands Cancer Institute for prediction of metastasis-free survival, measured on 144 independent lymph node positive patients.",144,77
peplib,defaultBaseMatrix,defaultBaseMatrix,24,53
peplib,blosum90,BLOSUM 90 substitution matrix,24,24
peplib,blosum62,BLOSUM 62 substitution matrix,24,24
peplib,blosum50,BLOSUM 50 substitution matrix,24,24
peplib,TULASequences,TULA-2_Post peptide sequences,97,5
peplib,SHP2Sequences,SHP-2_N-SH2 peptide sequences,331,6
peplib,AMPSequences.response,Antimicrobial peptide sequence responses,62,9
peplib,AMPSequences,Antimicrobial peptide sequences,62,19
pesticides,pepper,Pesticide residue data for sweet peppers,166,6
pesticides,pear,Pesticide residue measurements for pears,1962,13
pesticides,peach,Pesticide residue measurements for peaches,4272,13
pesticides,appleAll,Full apple data set,1137,15
pesticides,apple,Pesticide residue measurements for apples,1134,6
pheno,Simple,Simple example of a two-way classification table,3,4
pheno,Searle,Example of a two-way classification table,7,7
pheno,DWD,Phenological observations,235,3
phenology,Gratiot,Leatherback nest counts from Gratiot et al. (2006) Figure 1,365,2
phonTools,pb52,Peterson & Barney (1952) Vowel Data,1520,9
phonTools,h95,Hillenbrand et al. (1995) Vowel Data,1668,8
PHYLOGR,SimulExample,A simulated data set,918,11
PHYLOGR,Lacertid.varcov,Variance-covariance matrix for lacertids from Bauwens and Diaz-uriarte (1997),18,18
PHYLOGR,Lacertid.Original,Bauwens and Diaz-Uriarte (1997) lacertid data,18,8
PHYLOGR,Lacertid.IC,Independet contrasts for Bauwens and Diaz-Uriarte (1997) lacertid data set,17,8
PHYLOGR,GarlandJanis.varcov,Phylogenetic variance-covariance matrix for Garland & Janis (1993).,49,49
PHYLOGR,GarlandJanis.Original,Garland & Janis's 1993 data on mammalian running speed and limb length,49,6
PHYLOGR,GarlandJanis.IC,Independet contrasts for Garland & Janis data set,48,7
PL.popN,possum,Mountain Pygmy Possum Capture-Recapture Data Set.,43,4
PL.popN,mouse,Harvest Mouse Capture-Recapture Data Set.,142,4
PL.popN,bird,Bird Capture-Recapture Data Set.,164,4
plm,Cigar,Cigarette Consumption,1380,9
plm,Crime,Crime in North Carolina,630,24
plm,EmplUK,Employment and Wages in the United Kingdom,1031,7
plm,Gasoline,Gasoline Consumption,342,6
plm,Grunfeld,Grunfeld's Investment Data,200,5
plm,Hedonic,Hedonic Prices of Census Tracts in the Boston Area,506,15
plm,LaborSupply,Wages and Hours Worked,5320,7
plm,Males,Wages and Education of Young Males,4360,12
plm,Parity,Purchasing Power Parity and other parity relationships,1768,9
plm,Produc,US States Production,816,11
plm,RiceFarms,Production of Rice in India,1026,20
plm,Snmesp,Employment and Wages in Spain,5904,8
plm,SumHes,"The Penn World Table, v. 5",3250,7
plm,Wages,Panel Data of Individual Wages,4165,12
plyr,baseball,Yearly batting records for all major league baseball players,21699,22
polysat,FCRinfo,Additional Data on Rubus Samples,20,2
POT,ardieres,High Flood Flows of the Ardieres River at Beaujeu,33237,2
PowerTOST,ctSJ.VIII.20 (data_parallel),Sample size tables for the parallel group design,12,10
PowerTOST,ctSJ.VIII.10 (data_parallel),Sample size tables for the parallel group design,12,5
PowerTOST,ctCW.III (data_parallel),Sample size tables for the parallel group design,32,6
PowerTOST,ct9.6.8 (data2x4x4),Sample size tables for the 2x4x4 replicate crossover,32,10
PowerTOST,ct9.6.4 (data2x4x4),Sample size tables for the 2x4x4 replicate crossover,32,6
PowerTOST,ct9.6.2 (data2x2x3),Sample size tables for the 2x2x3 replicate crossover,32,6
PowerTOST,ct5.4.1 (data2x2),Sample size tables for the classical 2x2 crossover,32,6
PowerTOST,ct5.3 (data2x2),Sample size tables for the classical 2x2 crossover,18,9
PowerTOST,ct5.2 (data2x2),Sample size tables for the classical 2x2 crossover,26,12
PowerTOST,ct5.1 (data2x2),Sample size tables for the classical 2x2 crossover,26,10
ppls,cookie,Near-Infrared (NIR) Spectroscopy of Biscuit Doughs,72,704
ppMeasures,pattEx2,Collection of two 2D patterns,18,3
ppMeasures,pattEx1,Collection of 2 single dimensional patterns,16,2
ppMeasures,neurNaive,Collection of cell prototypes from naive cats,3177,3
ppMeasures,neurCond,Collection of cell prototypes from conditioned cats,2855,3
ppMeasures,neurBd,Collection of cell prototypes from backwards conditioned cats,752,3
ppMeasures,collEx2,Collection of two dimensional patterns,134,3
ppMeasures,collEx1,Collection of one dimensional patterns,332,2
pps,califcty,California counties,57,6
pps,calif,California places,1077,6
ProbForecastGOP,slp,"Sea Level Pressure in the Pacific Northwest for the period Jan. 12, 2000 - Jan. 14, 2000",150,6
ProbForecastGOP,phase1temp,Temperature in the Pacific Northwest during January-June 2000,56489,6
ProbForecastGOP,gridlong,Longitudes of localities in the North American Pacific Northwest,10098,1
ProbForecastGOP,gridlat,Latitudes of localities in the North American Pacific Northwest,10098,1
ProbForecastGOP,forecast.grid,48-hour Temperature Forecast for the North American Pacific Northwest,10098,1
pscl,AustralianElectionPolling,"Political opinion polls in Australia, 2004-07",239,14
pscl,AustralianElections,"elections to Australian House of Representatives, 1949-2007",24,19
pscl,EfronMorris,"Batting Averages for 18 major league baseball players, 1970",18,7
pscl,RockTheVote,"Voter turnout experiment, using Rock The Vote ads",85,6
pscl,UKHouseOfCommons,1992 United Kingdom electoral returns,521,12
pscl,absentee,Absentee and Machine Ballots in Pennsylvania State Senate Races,22,8
pscl,admit,Applications to a Political Science PhD Program,106,6
pscl,bioChemists,article production by graduate students in biochemistry Ph.D. programs,915,6
pscl,ca2006,California Congressional Districts in 2006,53,13
pscl,iraqVote,"U.S. Senate vote on the use of force against Iraq, 2002.",100,6
pscl,politicalInformation,Interviewer ratings of respondent levels of political information,1807,8
pscl,presidentialElections,"elections for U.S. President, 1932-2012, by state",1047,4
pscl,prussian,Prussian army horse kick data,280,3
pscl,unionDensity,cross national rates of trade union density,20,4
pscl,vote92,Reports of voting in the 1992 U.S. Presidential election.,909,9
PSCN,Illu0332chr3_mini,TCGA sample 02-0332 Chromosome 3 from Illumina Platform,3777,4
PSCN,Illu0332chr3,TCGA sample 02-0332 Chromosome 3 from Illumina Platform,37768,4
PSCN,Illu0258chr2,TCGA sample 02-0258 Chromosome 2 from Illumina Platform,45432,4
PSCN,AffySW1417chr17,Sample SW1417 Chromosome 17 from Affymetrix Platform,46678,5
PSCN,Affy1027chr2,TCGA sample 23-1027 Chromosome 2 from Affymetrix Platform,74103,4
psych,Bechtoldt,Seven data sets showing a bifactor solution.,17,17
psych,Bechtoldt.1,Seven data sets showing a bifactor solution.,17,17
psych,Bechtoldt.2,Seven data sets showing a bifactor solution.,17,17
psych,Dwyer,8 cognitive variables used by Dwyer for an example.,8,8
psych,Gleser,"Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory.",12,12
psych,Gorsuch,Example data set from Gorsuch (1997) for an example factor extension.,10,10
psych,Harman.5,5 socio-economic variables from Harman (1967),12,5
psych,Harman.8,"Correlations of eight physical variables (from Harman, 1966)",8,8
psych,Harman.political,Eight political variables used by Harman (1967) as example 8.17,8,8
psych,Holzinger,Seven data sets showing a bifactor solution.,14,14
psych,Holzinger.9,Seven data sets showing a bifactor solution.,9,9
psych,Reise,Seven data sets showing a bifactor solution.,16,16
psych,Schmid,12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation,12,12
psych,Schutz,The Schutz correlation matrix example from Shapiro and ten Berge,9,9
psych,Thurstone,Seven data sets showing a bifactor solution.,9,9
psych,Thurstone.33,Seven data sets showing a bifactor solution.,9,9
psych,Tucker,9 Cognitive variables discussed by Tucker and Lewis (1973),9,9
psych,ability,16 ability items scored as correct or incorrect.,1525,16
psych,affect,Two data sets of affect and arousal scores as a function of personality and movie conditions,330,20
psych,bfi,25 Personality items representing 5 factors,2800,28
psych,bfi.dictionary,25 Personality items representing 5 factors,28,7
psych,blot,Bond's Logical Operations Test - BLOT,150,35
psych,burt,11 emotional variables from Burt (1915),11,11
psych,cattell,12 cognitive variables from Cattell (1963),12,12
psych,cities,Distances between 11 US cities,11,11
psych,cubits,Galton's example of the relationship between height and 'cubit' or forearm length,9,8
psych,cushny,"A data set from Cushny and Peebles (1905) on the effect of three drugs on hours of sleep, used by Student (1908)",10,7
psych,epi,Eysenck Personality Inventory (EPI) data for 3570 participants,3570,57
psych,epi.bfi,13 personality scales from the Eysenck Personality Inventory and Big 5 inventory,231,13
psych,epi.dictionary,Eysenck Personality Inventory (EPI) data for 3570 participants,57,1
psych,galton,Galton's Mid parent child height data,928,2
psych,heights,A data.frame of the Galton (1888) height and cubit data set.,348,2
psych,income,US family income from US census 2008,44,4
psych,iqitems,16 multiple choice IQ items,1525,16
psych,msq,75 mood items from the Motivational State Questionnaire for 3896 participants,3896,92
psych,neo,NEO correlation matrix from the NEO_PI_R manual,30,30
psych,peas,Galton's Peas,700,2
psych,sat.act,"3 Measures of ability: SATV, SATQ, ACT",700,6
psych,withinBetween,An example of the distinction between within group and between group correlations,16,10
psychotools,YouthGratitude,Measuring Gratitude in Youth,1405,28
psychotools,VerbalAggression,Situation-Response Questionnaire on Verbal Aggression,316,4
psychotools,StereotypeThreat,Stereotype Threat in Dutch Differential Aptitude Test,295,11
psychotools,SoundQuality,Quality of Multichannel Reproduced Sound,783,6
psychotools,GermanParties2009,Choice among German Political Parties,192,7
psychotools,FirstNames,Popularity of First Names,192,11
psychotree,Topmodel2007,Attractiveness of Germany's Next Topmodels 2007,192,6
psychotree,SPISA,SPIEGEL Studentenpisa Data (Subsample),1075,6
psychotree,EuropeanValuesStudy,European Values Study,3584,10
psychotree,DIFSim,Artificial Data with Differential Item Functioning,200,4
psychotree,CEMSChoice,CEMS University Choice Data,303,10
psytabs,myData,Simulated data.,500,7
PwrGSD,lung,Mayo Clinic Lung Cancer Data,228,10
qlspack,rat,~~ data name/kind ... ~~,291,6
qmap,obsprecip,Daily precipitation data at three locations in Norway.,10957,3
qmap,modprecip,Daily precipitation data at three locations in Norway.,10799,3
qPCR.CT,cal.CT,Calculate the Final Results with CT values.,3,2
QSARdata,bbb2_moe3D (bbb2),Blood-Brain Barrier Data,80,66
QSARdata,bbb2_moe2D_FP (bbb2),Blood-Brain Barrier Data,80,1672
QSARdata,bbb2_moe2D (bbb2),Blood-Brain Barrier Data,80,230
QSARdata,bbb2_QuickProp (bbb2),Blood-Brain Barrier Data,80,51
QSARdata,bbb2_PipelinePilot_FP (bbb2),Blood-Brain Barrier Data,80,2664
QSARdata,bbb2_Outcome (bbb2),Blood-Brain Barrier Data,80,2
QSARdata,bbb2_Lcalc (bbb2),Blood-Brain Barrier Data,80,24
QSARdata,bbb2_Dragon (bbb2),Blood-Brain Barrier Data,80,1456
QSARdata,bbb2_Daylight_FP (bbb2),Blood-Brain Barrier Data,80,501
QSARdata,bbb2_AtomPair (bbb2),Blood-Brain Barrier Data,80,501
QSARdata,Mutagen_Dragon (Mutagen),Mutagenicity Data,4335,1579
QSARdata,MP_Descriptors (MeltingPoint),Melting Point Data,4401,202
QSARdata,AquaticTox_moe3D (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,66
QSARdata,AquaticTox_moe2D_FP (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,1466
QSARdata,AquaticTox_moe2D (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,221
QSARdata,AquaticTox_QuickProp (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,50
QSARdata,AquaticTox_PipelinePilot_FP (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,2439
QSARdata,AquaticTox_Outcome (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,2
QSARdata,AquaticTox_Lcalc (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,24
QSARdata,AquaticTox_Dragon (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,1416
QSARdata,AquaticTox_Daylight_FP (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,501
QSARdata,AquaticTox_AtomPair (AquaticTox),Fathead Minnow Acute Aquatic Toxicity,322,469
QT,qtpk,QT dataset,2061,23
